sensor_id,temperature,vibration,wind_speed,humidity,timestamp
new_sensor_1,82.13894364057536,1.7699941019403855,8.944661217942631,66.71389339822868,2025-05-22 23:48:19.940083
new_sensor_1,75.89802350876296,1.4114551985733252,12.06210188036036,72.48723041058506,2025-05-22 23:48:19.940083
new_sensor_1,74.86144320771486,1.6927726045174571,13.835820783926822,59.517552228917204,2025-05-22 23:48:19.940083
new_sensor_1,78.833630549524,1.809557917922805,7.386543074484205,63.22785083164947,2025-05-22 23:48:19.940083
new_sensor_1,69.64991053863696,1.7341028121028654,15.199536680573637,66.64721965092323,2025-05-22 23:48:19.940083
new_sensor_1,71.9256659397255,1.0529789412621402,8.332828225428319,59.32741405066112,2025-05-22 23:48:19.940083
new_sensor_1,77.34466807845523,1.8815693701066332,12.51524650055956,70.83389722222796,2025-05-22 23:48:19.940083
new_sensor_1,78.86779991935413,1.4066239214554892,19.11065931627724,61.615138636907645,2025-05-22 23:48:19.940083
new_sensor_1,73.11835188352298,1.3907975838201236,10.289712899939529,59.2083333672556,2025-05-22 23:48:19.940083
new_sensor_1,73.63720654319806,1.7225056597756483,12.932461927502008,65.78024056572013,2025-05-22 23:48:19.940083
new_sensor_1,68.9717293865073,1.5120090843604883,9.332976465363132,46.3574926083293,2025-05-22 23:48:19.940083
new_sensor_1,82.90105869552649,1.1425104323462438,18.99182606631682,50.35844294971542,2025-05-22 23:48:19.940083
new_sensor_1,65.79482248128659,1.4308533463205213,7.253162781295167,50.563133271914225,2025-05-22 23:48:19.940083
new_sensor_1,84.69698578506784,1.435224335120788,8.49325759454814,59.055726670918695,2025-05-22 23:48:19.940083
new_sensor_1,81.84748462296467,1.6995193446580346,11.167865616852247,60.017482976457444,2025-05-22 23:48:19.940083
new_sensor_1,78.62109025257709,1.4274164189577279,16.49239434875239,65.24685504241894,2025-05-22 23:48:19.940083
new_sensor_1,78.89019223291356,1.5756311906183262,12.36568651898694,62.94039009695108,2025-05-22 23:48:19.940083
new_sensor_1,73.18116770054202,1.5615997975926623,9.726802602579424,63.39811818544809,2025-05-22 23:48:19.940083
new_sensor_1,77.29313056112507,1.324880649535838,10.546993107526617,65.3028597261723,2025-05-22 23:48:19.940083
new_sensor_1,64.33692332190904,1.585187865263544,11.033241110318073,60.22526429526234,2025-05-22 23:48:19.940083
new_sensor_1,78.30398959393423,1.569630732505964,8.833384814224216,69.24918230975402,2025-05-22 23:48:19.940083
new_sensor_1,75.23163125589124,1.5502187830343401,6.118889350006,44.71630522019392,2025-05-22 23:48:19.940083
