sensor_id,temperature,vibration,wind_speed,humidity,timestamp
old_sensor_1,71.98133872976136,1.5712820584338638,9.63575056625772,44.28797500626874,2025-05-22 22:33:19.904422
old_sensor_1,78.00438269047115,1.5590935384719578,11.41343065481133,40.010685757373,2025-05-22 22:33:24.904422
old_sensor_1,74.7822020678979,1.8898997776225137,16.391173826803723,55.69918580952265,2025-05-22 22:33:29.904422
old_sensor_1,71.774915243666,1.520609820846063,13.15455442879162,61.67029790895452,2025-05-22 22:33:34.904422
old_sensor_1,76.65605627948857,1.3951713016148553,9.89681011411615,48.12204545063437,2025-05-22 22:33:39.904422
old_sensor_1,69.51807432600343,1.4998886467871035,16.365706080624943,52.31522576019543,2025-05-22 22:33:44.904422
old_sensor_1,75.12246691564383,1.4490786109270857,14.462259922143579,43.30963393561733,2025-05-22 22:33:49.904422
old_sensor_1,76.81164249563196,1.4906361905003347,12.71778744502236,45.81108294917949,2025-05-22 22:33:54.904422
old_sensor_1,79.03158201643431,1.2016004790521373,8.149984167751509,71.71898837346939,2025-05-22 22:33:59.904422
old_sensor_1,79.09650322791943,1.5039970797563087,16.191993063036463,58.64500701890374,2025-05-22 22:34:04.904422
old_sensor_1,71.16242807573924,1.5036542321806028,9.261876914453572,49.16956407341037,2025-05-22 22:34:09.904422
old_sensor_1,69.65320992399343,1.5802467985560447,10.103929811706983,50.2387672064437,2025-05-22 22:34:14.904422
old_sensor_1,71.31193268646703,1.4530174990374327,12.756837782923482,65.4444768931138,2025-05-22 22:34:19.904422
old_sensor_1,75.57369775530938,1.3428272297911588,8.865857397708856,80.17389105685993,2025-05-22 22:34:24.904422
old_sensor_1,72.04243849024589,1.3017820982861539,18.107208840668207,71.3962128346152,2025-05-22 22:34:29.904422
old_sensor_1,73.93165235850137,1.7582937714865148,13.066674770244635,65.37998614954698,2025-05-22 22:34:34.904422
old_sensor_1,84.91512754345023,1.6452225158096268,11.144278244968639,64.01091668734894,2025-05-22 22:34:39.904422
old_sensor_1,72.41856500640782,1.4698712377520056,12.608795868636827,65.27159042570904,2025-05-22 22:34:44.904422
